站點代碼,來源分類,行政區,站點名稱,站點細項分類,緯度(Latitude),經度(Longitude),詳細地址/位置,飲水機補水資訊,洗手間/公廁資訊,充氣/單車設施,開放/營業時間,網站小卡文案簡介,特色標籤,Google地圖連結,特色標籤
GAS-YL-001,加油站,斗六市,台灣中油 斗六站 (直營),台灣中油(直營),23.714521,120.539876,雲林縣斗六市西平路134號,站內備有飲水機 (可洽員工裝水),提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,斗六市區往西螺、莿桐幹道中油直營大站，洗手間寬敞潔淨，打氣如廁最便利。,"中油直營,24H水廁,自動打氣,市區幹道","https://www.google.com/maps/search/?api=1&query=23.714521,120.539876",
GAS-YL-002,加油站,斗六市,台灣中油 大學路站 (直營),台灣中油(直營),23.698712,120.548912,雲林縣斗六市大學路二段88號,站內提供飲用水,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,鄰近雲科大與縣政府外環道，場地廣闊，車友外環繞行絕佳打氣如廁站。,"雲科大周邊,外環幹道,24H洗手間,自動充氣","https://www.google.com/maps/search/?api=1&query=23.698712,120.548912",
GAS-YL-003,加油站,斗六市,台灣中油 石榴班站,台灣中油,23.738912,120.589123,雲林縣斗六市石榴路399號,可洽站務員盛裝飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:00-22:00,省道台3線斗六往林內方向重要中繼，台3線騎士必經補給點。,"台3線省道,往林內要道,洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.738912,120.589123",
GAS-YL-004,加油站,斗南鎮,台灣中油 斗南站 (直營),台灣中油(直營),23.682145,120.486543,雲林縣斗南鎮延平路一段100號,站內備有飲水設備,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,台1線省道斗南市區核心，單車環島長征必停的中油旗艦站點。,"台1線環島,斗南市區,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.682145,120.486543",
GAS-YL-005,加油站,斗南鎮,台灣中油 斗南交流道站,台灣中油,23.673412,120.461234,雲林縣斗南鎮大同路572號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),24小時營業,國道1號斗南交流道旁，158縣道往虎尾、土庫交會樞紐，空間大好停靠。,"交流道旁,158縣道,24H洗手間,車輛充氣","https://www.google.com/maps/search/?api=1&query=23.673412,120.461234",
GAS-YL-006,加油站,虎尾鎮,台灣中油 虎尾站 (直營),台灣中油(直營),23.712341,120.428765,雲林縣虎尾鎮林森路二段250號,站內備有飲水機,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,虎尾市區林森路主幹道直營站，洗手間乾淨，胎壓不足可迅速補氣。,"虎尾市中心,中油直營,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.712341,120.428765",
GAS-YL-007,加油站,虎尾鎮,台亞石油 虎尾高鐵站,台塑石油,23.735612,120.435678,雲林縣虎尾鎮站前東路200號,可洽站內補水,提供 (公用洗手間),提供 (胎壓充氣機),24小時營業,高鐵雲林站特區重要加油站，前往中科園區或高鐵轉乘的友善補給處。,"高鐵特區,24H營業,洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.735612,120.435678",
GAS-YL-008,加油站,西螺鎮,台灣中油 西螺交流道站 (直營),台灣中油(直營),23.781234,120.468912,雲林縣西螺鎮中山路200號,站內備有飲水機,提供 (大型特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,國道1號西螺交流道與145縣道交匯處，場地極大，洗手間設備齊全乾淨。,"交流道樞紐,24H大型水廁,無障礙,自動打氣","https://www.google.com/maps/search/?api=1&query=23.781234,120.468912",
GAS-YL-009,加油站,西螺鎮,台灣中油 大橋站,台灣中油,23.801234,120.460123,雲林縣西螺鎮大橋路101號,提供飲水機補水,提供 (公用洗手間),提供 (胎壓充氣機),06:30-21:30,西螺大橋南端入口旁，過橋前後檢查胎壓與如廁最順路的首選。,"西螺大橋旁,老街周邊,打氣補水,洗手間","https://www.google.com/maps/search/?api=1&query=23.801234,120.460123",
GAS-YL-010,加油站,北港鎮,台灣中油 北港站 (直營),台灣中油(直營),23.576543,120.308765,雲林縣北港鎮華勝路58號,站內備有飲水設備,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,台19線省道進入北港市區主幹道，往武德宮與朝天宮必經的優質直營站。,"台19線,北港市區,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.576543,120.308765",
GAS-YL-011,加油站,北港鎮,台灣中油 新街站,台灣中油,23.591234,120.302145,雲林縣北港鎮新街里華勝路450號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),24小時營業,武德宮北側、往元長台19線上，朝聖與長途騎行便利打氣如廁點。,"武德宮北側,台19線,24H營業,洗手間","https://www.google.com/maps/search/?api=1&query=23.591234,120.302145",
GAS-YL-012,加油站,古坑鄉,台灣中油 古坑站 (直營),台灣中油(直營),23.645678,120.560123,雲林縣古坑鄉中山路50號,提供冷熱飲用水,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,古坑市區核心，進山攻華山、樟湖咖啡公路前檢查胎壓與補水關鍵站。,"爬坡前哨,咖啡公路,打氣補水,中油直營","https://www.google.com/maps/search/?api=1&query=23.645678,120.560123",
GAS-YL-013,加油站,古坑鄉,台灣中油 永光站,台灣中油,23.618912,120.571234,雲林縣古坑鄉永光村光興路88號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:30-21:30,劍湖山門戶與158乙線交會處，上山前最後平地加油站補給處。,"劍湖山門戶,158乙線,山道前置,洗手間","https://www.google.com/maps/search/?api=1&query=23.618912,120.571234",
GAS-YL-014,加油站,林內鄉,台灣中油 林內站 (直營),台灣中油(直營),23.756781,120.612345,雲林縣林內鄉中正路280號,站內備有飲水機,提供 (優良公用洗手間),提供 (自動胎壓充氣機),24小時營業,台3線往南投竹山門戶，長途山海線交會必停的中油直營站。,"台3線省道,竹山交界,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.756781,120.612345",
GAS-YL-015,加油站,莿桐鄉,台灣中油 莿桐站 (直營),台灣中油(直營),23.762341,120.528912,雲林縣莿桐鄉延平路120號,提供飲用水,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,省道台1線莿桐段核心，環島單車公路必經的中油直營休息大站。,"台1線環島,莿桐市區,24H水廁,自動充氣","https://www.google.com/maps/search/?api=1&query=23.762341,120.528912",
GAS-YL-016,加油站,土庫鎮,台灣中油 土庫站 (直營),台灣中油(直營),23.689123,120.358912,雲林縣土庫鎮建國路85號,站內備有飲水機,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,145縣道土庫外環道旁，鄰近土庫老街，車道寬敞好停靠。,"145縣道,土庫外環,中油直營,打氣補水","https://www.google.com/maps/search/?api=1&query=23.689123,120.358912",
GAS-YL-017,加油站,褒忠鄉,台灣中油 褒忠站,台灣中油,23.696781,120.313412,雲林縣褒忠鄉三民路112號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:00-21:30,158縣道橫貫雲林平原之中心站點，深入褒忠田園騎行便利中繼站。,"158縣道,褒忠核心,洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.696781,120.313412",
GAS-YL-018,加油站,元長鄉,台灣中油 元長站 (直營),台灣中油(直營),23.649812,120.318912,雲林縣元長鄉中山路2號,站內備有飲水機,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,台19線與145線交會樞紐，南下北港、北上虎尾長程騎士重要補給點。,"台19線,元長市區,中油直營,自動打氣","https://www.google.com/maps/search/?api=1&query=23.649812,120.318912",
GAS-YL-019,加油站,二崙鄉,台灣中油 二崙站,台灣中油,23.769812,120.418765,雲林縣二崙鄉中興路110號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:30-21:00,二崙市街中心，詔安客家聚落巡航最佳水廁與輪胎補氣站。,"二崙市區,客家文化聚落,洗手間,胎壓充氣","https://www.google.com/maps/search/?api=1&query=23.769812,120.418765",
GAS-YL-020,加油站,崙背鄉,台灣中油 崙背站 (直營),台灣中油(直營),23.761234,120.358912,雲林縣崙背鄉正義路185號,站內備有飲水機,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,156縣道與台19線交匯處，千巧谷與酪農區旁，全天候水廁打氣服務。,"酪農專區,台19線,24H水廁,中油直營","https://www.google.com/maps/search/?api=1&query=23.761234,120.358912",
GAS-YL-021,加油站,麥寮鄉,台灣中油 麥寮站 (直營),台灣中油(直營),23.748912,120.256781,雲林縣麥寮鄉中興路75號,站內備有飲水機,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,台17線沿海公路麥寮段中繼樞紐，西濱強風長途騎行最穩定的如廁歇腳處。,"台17線西濱,麥寮市區,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.748912,120.256781",
GAS-YL-022,加油站,麥寮鄉,台塑加油站 麥寮六輕站,台塑石油,23.771245,120.201234,雲林縣麥寮鄉工業路1號,提供飲用水,提供 (大型公用洗手間),提供 (胎壓充氣機),24小時營業,六輕工業區門戶，沿海極西公路段極具標誌性的大型如廁與補氣站。,"六輕門戶,沿海極西,24H洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.771245,120.201234",
GAS-YL-023,加油站,東勢鄉,台灣中油 東勢站 (直營),台灣中油(直營),23.676543,120.256781,雲林縣東勢鄉東勢東路68號,提供飲水機補水,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,153縣道與158縣道交會口，東勢市區核心，進出海線平原重要補給點。,"東勢核心,153縣道,中油直營,打氣水廁","https://www.google.com/maps/search/?api=1&query=23.676543,120.256781",
GAS-YL-024,加油站,臺西鄉,台灣中油 臺西站 (直營),台灣中油(直營),23.703412,120.198765,雲林縣臺西鄉民權路55號,站內備有飲水機,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),24小時營業,台17線進入臺西市區關鍵直營站，探索海口風情與海風長征騎士庇護站。,"臺西市區,台17線,24H水廁,自動打氣","https://www.google.com/maps/search/?api=1&query=23.703412,120.198765",
GAS-YL-025,加油站,臺西鄉,台灣中油 五條港站,台灣中油,23.718912,120.175612,雲林縣臺西鄉五港村中央路88號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:00-21:00,五條港安西府旁，濱海景觀車道與極西風車海堤必停歇腳站。,"安西府旁,海堤車道,洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.718912,120.175612",
GAS-YL-026,加油站,四湖鄉,台灣中油 四湖站 (直營),台灣中油(直營),23.639123,120.228912,雲林縣四湖鄉中山路95號,站內備有飲水機,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,160縣道貫穿四湖核心直營站，往三條崙海水浴場、黑森林車道必經加水點。,"四湖市區,160縣道,中油直營,打氣補水","https://www.google.com/maps/search/?api=1&query=23.639123,120.228912",
GAS-YL-027,加油站,口湖鄉,台灣中油 口湖站 (直營),台灣中油(直營),23.583412,120.191234,雲林縣口湖鄉口湖路20號,站內備有飲水機,提供 (特優級公廁/無障礙),提供 (自動胎壓充氣機),06:00-22:00,口湖市區重要直營大站，前往椬梧滯洪池與成龍濕地前的重要車況檢查站。,"口湖核心,小日月潭前哨,中油直營,自動打氣","https://www.google.com/maps/search/?api=1&query=23.583412,120.191234",
GAS-YL-028,加油站,口湖鄉,台灣中油 金湖站,台灣中油,23.605612,120.161234,雲林縣口湖鄉港東村港東街8號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:30-21:00,台17線與箔仔寮漁港聯絡道旁，海線長征騎士如廁打氣好幫手。,"台17線,箔仔寮漁港,洗手間,胎壓充氣","https://www.google.com/maps/search/?api=1&query=23.605612,120.161234",
GAS-YL-029,加油站,水林鄉,台灣中油 水林站 (直營),台灣中油(直營),23.573412,120.248912,雲林縣水林鄉水林路80號,站內備有飲水設備,提供 (特優級公廁),提供 (自動胎壓充氣機),06:00-22:00,164縣道水林市區門戶，品嚐水林番薯、探訪顏思齊開台史蹟之優質補給站。,"164縣道,水林核心,中油直營,水廁打氣","https://www.google.com/maps/search/?api=1&query=23.573412,120.248912",
GAS-YL-030,加油站,大埤鄉,台灣中油 大埤站,台灣中油,23.647812,120.433412,雲林縣大埤鄉延平路60號,提供飲用水,提供 (公用洗手間),提供 (胎壓充氣機),06:00-21:30,大埤市街外環道旁，深入酸菜之鄉田園路線中途不可或缺的洗手間與打氣站。,"酸菜之鄉,大埤市區,洗手間,打氣設備","https://www.google.com/maps/search/?api=1&query=23.647812,120.433412",
GOV-YL-001,公所/戶政/圖書館,斗六市,雲林縣政府 / 縣府大廳,行政機關,23.700341,120.531728,雲林縣斗六市雲林路二段515號,提供 (大廳多台冷溫熱飲水機),提供 (特優級公用洗手間/無障礙/親子廁所),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,雲林最高行政核心，大廳空間挑高舒適，設有飲水機、無障礙洗手間與空調休息區。,"行政核心,冷氣空調,冷熱飲水,無障礙廁所","https://www.google.com/maps/search/?api=1&query=23.700341,120.531728",
GOV-YL-002,公所/戶政/圖書館,斗六市,斗六市公所 / 斗六戶政事務所,行政機關/戶政,23.708912,120.542145,雲林縣斗六市府前街28號,提供 (大廳免費冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,斗六市中心核心公所，近行啟紀念館，大廳提供便民飲水機與舒適如廁空間。,"市中心,冷氣開放,飲水機,戶政便民","https://www.google.com/maps/search/?api=1&query=23.708912,120.542145",
GOV-YL-003,公所/戶政/圖書館,斗六市,雲林縣公共圖書館 (文化觀光處圖書館),公共圖書館,23.699812,120.530876,雲林縣斗六市大學路三段310號,提供 (各樓層冰溫熱飲水機),提供 (五星級特優洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:30-21:00 (週一休館),雲林縣旗艦級圖書館，藏書豐富、座位寬敞，夏天避暑盛水、舒適如廁首選。,"旗艦圖書館,冰溫熱水,星級公廁,假日開放","https://www.google.com/maps/search/?api=1&query=23.699812,120.530876",
GOV-YL-004,公所/戶政/圖書館,斗六市,斗六市立繪本館 (繪本圖書館),公共圖書館,23.705612,120.547891,雲林縣斗六市莊敬路66號,提供 (免費冷溫熱飲水機),提供 (親子/無障礙洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),全台首座城堡造型立體繪本館，親子友善，具備極佳的飲水與休憩環境。,"城堡繪本館,親子友善,冷氣飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.705612,120.547891",
GOV-YL-005,公所/戶政/圖書館,斗南鎮,斗南鎮公所 / 斗南戶政事務所,行政機關/戶政,23.676543,120.478912,雲林縣斗南鎮文昌路157號,提供 (冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,斗南市區行政樞紐，大廳設有飲水機與便民服務台，洽公過路皆可補水。,"斗南核心,冷氣開放,飲水機,無障礙","https://www.google.com/maps/search/?api=1&query=23.676543,120.478912",
GOV-YL-006,公所/戶政/圖書館,斗南鎮,斗南鎮立圖書館,公共圖書館,23.676812,120.478654,雲林縣斗南鎮文昌路157號 (公所旁),提供 (冷溫熱飲水機),提供 (男女洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),斗南文教中心，環境清幽安靜，單車漫遊市區隨時進館閱讀休整與加水。,"文教中心,安靜歇腳,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.676812,120.478654",
GOV-YL-007,公所/戶政/圖書館,虎尾鎮,虎尾鎮公所 / 虎尾戶政事務所,行政機關/戶政,23.705432,120.428765,雲林縣虎尾鎮勝利路66號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,虎尾鎮行政核心，近虎尾圓環與文化商圈，大廳明亮寬敞，提供便民水廁。,"虎尾市區,冷氣大廳,飲水補給,便民洗手間","https://www.google.com/maps/search/?api=1&query=23.705432,120.428765",
GOV-YL-008,公所/戶政/圖書館,虎尾鎮,虎尾鎮立圖書館,公共圖書館,23.708945,120.439812,雲林縣虎尾鎮光明路124號,提供 (館內冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),虎尾圖書館座落公園旁，環境優雅涼爽，是探索虎尾糖都文史最佳中繼補水站。,"公園綠地,冷氣閱覽,冷溫熱水,週末開放","https://www.google.com/maps/search/?api=1&query=23.708945,120.439812",
GOV-YL-009,公所/戶政/圖書館,西螺鎮,西螺鎮公所 / 西螺戶政事務所,行政機關/戶政,23.796781,120.458912,雲林縣西螺鎮光復西路20號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,西螺鎮行政核心，鄰近森活武樹園區，大廳提供乾淨飲水與便民洗手間。,"西螺行政,冷熱飲水,洗手間,無障礙","https://www.google.com/maps/search/?api=1&query=23.796781,120.458912",
GOV-YL-010,公所/戶政/圖書館,西螺鎮,西螺鎮立圖書館,公共圖書館,23.794123,120.456781,雲林縣西螺鎮興農西路229號,提供 (館內飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),西螺文教中心，閱覽室舒適寬敞，騎乘西螺自行車道中途休息補水好去處。,"文教中心,冷氣開放,飲水加水,週末開放","https://www.google.com/maps/search/?api=1&query=23.794123,120.456781",
GOV-YL-011,公所/戶政/圖書館,土庫鎮,土庫鎮公所 / 土庫戶政事務所,行政機關/戶政,23.690876,120.360123,雲林縣土庫鎮石廟里中正路1號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,土庫鎮政核心，鄰近長青公園與老街，提供洽公與過路車友舒適的補水空間。,"土庫核心,冷氣開放,便民飲水,洗手間","https://www.google.com/maps/search/?api=1&query=23.690876,120.360123",
GOV-YL-012,公所/戶政/圖書館,土庫鎮,土庫鎮立圖書館,公共圖書館,23.690512,120.360432,雲林縣土庫鎮中正路1號 (公所旁),提供 (館內冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),土庫鎮文教閱讀據點，與公所園區相連，具備優良的洗手間與飲水設備。,"老街周邊,安靜舒適,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.690512,120.360432",
GOV-YL-013,公所/戶政/圖書館,北港鎮,北港鎮公所 / 北港戶政事務所,行政機關/戶政,23.575612,120.307891,雲林縣北港鎮華勝路136號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,北港台19線省道旁行政核心，大廳寬敞，方便單車騎士盛水休息。,"台19線,北港行政,冷氣大廳,無障礙","https://www.google.com/maps/search/?api=1&query=23.575612,120.307891",
GOV-YL-014,公所/戶政/圖書館,北港鎮,北港鎮立圖書館 (北港文化中心旁),公共圖書館,23.573412,120.298765,雲林縣北港鎮公園路66號,提供 (館內冰溫熱飲水機),提供 (特優級公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),北港運動公園與文化中心旁，空間極大、冷氣舒適，是全鎮最佳文教補水據點。,"文化園區,公園綠地,五星水廁,週末開放","https://www.google.com/maps/search/?api=1&query=23.573412,120.298765",
GOV-YL-015,公所/戶政/圖書館,古坑鄉,古坑鄉公所 / 古坑戶政事務所,行政機關/戶政,23.644123,120.562345,雲林縣古坑鄉中山路180號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,古坑鄉行政中心，進山攻頂華山、樟湖咖啡公路前，最標準的補水如廁基地。,"咖啡之鄉,爬坡整備,冷氣大廳,洗手間","https://www.google.com/maps/search/?api=1&query=23.644123,120.562345",
GOV-YL-016,公所/戶政/圖書館,古坑鄉,古坑鄉立圖書館,公共圖書館,23.643891,120.562145,雲林縣古坑鄉中山路182號 (公所旁),提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),古坑市區安靜優雅的圖書館，提供充足的冷溫熱水與安靜閱覽休息空間。,"山腳文教,冷熱飲水,避暑休整,週末開放","https://www.google.com/maps/search/?api=1&query=23.643891,120.562145",
GOV-YL-017,公所/戶政/圖書館,大埤鄉,大埤鄉公所 / 大埤戶政事務所,行政機關/戶政,23.645612,120.430123,雲林縣大埤鄉南門街1號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,酸菜之鄉大埤行政中心，大廳提供洽公民眾與單車車友免費加水與如廁。,"酸菜故鄉,大埤行政,冷氣開放,飲水補給","https://www.google.com/maps/search/?api=1&query=23.645612,120.430123",
GOV-YL-018,公所/戶政/圖書館,大埤鄉,大埤鄉立圖書館,公共圖書館,23.646781,120.431234,雲林縣大埤鄉民生路17號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),大埤市區文教閱覽中心，綠意盎然，平原農村單車長途騎行絕佳歇腳點。,"農村文教,安靜綠意,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.646781,120.431234",
GOV-YL-019,公所/戶政/圖書館,莿桐鄉,莿桐鄉公所 / 莿桐戶政事務所,行政機關/戶政,23.760891,120.531876,雲林縣莿桐鄉中正路136號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,莿桐市街中心，台1線省道環島公路旁，大廳空調舒適，水廁設施齊全。,"台1線旁,莿桐市區,冷氣大廳,飲水補給","https://www.google.com/maps/search/?api=1&query=23.760891,120.531876",
GOV-YL-020,公所/戶政/圖書館,莿桐鄉,莿桐鄉立圖書館,公共圖書館,23.763412,120.534512,雲林縣莿桐鄉和平路100號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),莿桐公園旁文教館舍，環境整潔安靜，提供多台飲水機供車友補給。,"公園旁,文教閱覽,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.763412,120.534512",
GOV-YL-021,公所/戶政/圖書館,林內鄉,林內鄉公所 / 林內戶政事務所,行政機關/戶政,23.755432,120.613412,雲林縣林內鄉中正路340號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,林內鄉政中心，鄰近林內火車站，進入竹山與紫藤湖走廊之關鍵行政補給處。,"林內核心,台3線旁,冷氣大廳,無障礙洗手間","https://www.google.com/maps/search/?api=1&query=23.755432,120.613412",
GOV-YL-022,公所/戶政/圖書館,林內鄉,林內鄉立圖書館,公共圖書館,23.757812,120.615678,雲林縣林內鄉民生路126號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),座落龍過脈森林步道入口周邊，山林風情濃厚，登山與騎車民眾補水勝地。,"步道入口,山林文教,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.757812,120.615678",
GOV-YL-023,公所/戶政/圖書館,二崙鄉,二崙鄉公所 / 二崙戶政事務所,行政機關/戶政,23.771891,120.416543,雲林縣二崙鄉中興路36號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,二崙鄉核心政務據點，詔安客家文化重鎮，提供車友冷氣與便利水廁。,"二崙行政,客家原鄉,冷氣空調,無障礙洗手間","https://www.google.com/maps/search/?api=1&query=23.771891,120.416543",
GOV-YL-024,公所/戶政/圖書館,二崙鄉,二崙鄉立圖書館 (詔安客家文化館旁),公共圖書館,23.773412,120.414123,雲林縣二崙鄉民生路29號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),二崙文教中心，緊鄰詔安客家文化館，園區開闊優美，水廁設備極為完善。,"詔安客家,文化園區,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.773412,120.414123",
GOV-YL-025,公所/戶政/圖書館,崙背鄉,崙背鄉公所 / 崙背戶政事務所,行政機關/戶政,23.758912,120.355678,雲林縣崙背鄉南光路26號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,崙背酪農專區行政中心，大廳寬敞，提供便民開水與潔淨洗手間。,"酪農之鄉,崙背公所,冷氣大廳,便民水廁","https://www.google.com/maps/search/?api=1&query=23.758912,120.355678",
GOV-YL-026,公所/戶政/圖書館,崙背鄉,崙背鄉立圖書館,公共圖書館,23.761234,120.353412,雲林縣崙背鄉忠孝街39號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),崙背市區綠蔭圖書館，冷氣涼爽、藏書多元，長途騎行最佳沉澱補水站。,"安靜閱覽,綠蔭圍繞,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.761234,120.353412",
GOV-YL-027,公所/戶政/圖書館,麥寮鄉,麥寮鄉公所 / 麥寮戶政事務所,行政機關/戶政,23.748712,120.254891,雲林縣麥寮鄉中興路67號,提供 (大廳多台冷溫熱飲水機),提供 (特優級公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,麥寮市區核心，拱範宮旁，大樓新穎且水廁設備現代化，海風長途騎行首選。,"麥寮核心,新穎設施,特優洗手間,冷熱補水","https://www.google.com/maps/search/?api=1&query=23.748712,120.254891",
GOV-YL-028,公所/戶政/圖書館,麥寮鄉,麥寮鄉立圖書館,公共圖書館,23.746123,120.252145,雲林縣麥寮鄉自強路15號,提供 (館內冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),麥寮文教核心館舍，環境整潔優雅，沿海長征騎士吹冷氣避風加水必訪。,"海線文教,避風歇腳,冷氣開放,週末開放","https://www.google.com/maps/search/?api=1&query=23.746123,120.252145",
GOV-YL-029,公所/戶政/圖書館,東勢鄉,東勢鄉公所 / 東勢戶政事務所,行政機關/戶政,23.675412,120.254123,雲林縣東勢鄉東南村東勢東路15號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,紅蘿蔔故鄉東勢政務中心，153與158縣道樞紐，提供熱誠便民水廁服務。,"東勢行政,胡蘿蔔之鄉,冷氣大廳,無障礙","https://www.google.com/maps/search/?api=1&query=23.675412,120.254123",
GOV-YL-030,公所/戶政/圖書館,東勢鄉,東勢鄉立圖書館,公共圖書館,23.674123,120.251234,雲林縣東勢鄉東南村東勢西路11號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),東勢市區安靜閱覽室，平原農村單車小旅行最可靠的加水休息站。,"農村圖書館,冷熱飲水,安靜休整,週末開放","https://www.google.com/maps/search/?api=1&query=23.674123,120.251234",
